NAME,#,MIRIAM,SHORT NAME,COMPARTMENT,ensembl_gene,ensembl_transcript,ensembl_protein,entrez_gene,refseq_gene,uniprot_gene
ENSMUSG00000061589,,,,,ENSMUSG00000061589,ENSMUST00000105336; ENSMUST00000127740; ENSMUST00000138505; ENSMUST00000147579; ENSMUST00000149394; ENSMUST00000150338; ENSMUST00000163526,ENSMUSP00000100973; ENSMUSP00000116581; ENSMUSP00000119492; ENSMUSP00000127762; ENSMUSP00000130408,208266,NC_000076.7,F6S070;Q6XZL8;F7CVL0;E9Q6I8;F6SJX8
ENSMUSG00000061702,,,,,ENSMUSG00000061702,ENSMUST00000079439; ENSMUST00000108404; ENSMUST00000108405; ENSMUST00000126983; ENSMUST00000150306; ENSMUST00000150883,ENSMUSP00000078407; ENSMUSP00000104041; ENSMUSP00000104042; ENSMUSP00000115089,320208,NC_000073.7,Q8C581;D3Z7E8;D3Z7E7;F6VMA8
ENSMUSG00000061718,,,,,ENSMUSG00000061718,ENSMUST00000078694; ENSMUST00000132443; ENSMUST00000133700; ENSMUST00000137634; ENSMUST00000147415; ENSMUST00000150762; ENSMUST00000152525,ENSMUSP00000077760; ENSMUSP00000121147; ENSMUSP00000123528,19049,NC_000077.7,Q60829
ENSMUSG00000061731,,,,,ENSMUSG00000061731,ENSMUST00000077273; ENSMUST00000110244; ENSMUST00000133362; ENSMUST00000140798,ENSMUSP00000076505; ENSMUSP00000117921,14042,NC_000081.7,P97464;Q3V1P4
ENSMUSG00000061740,,,,,ENSMUSG00000061740,ENSMUST00000023083; ENSMUST00000228986; ENSMUST00000229438; ENSMUST00000229599; ENSMUST00000230370; ENSMUST00000230663,ENSMUSP00000023083; ENSMUSP00000155368,56448,NC_000081.7,A0A2R8VKC7;Q9JKY7
ENSMUSG00000061751,,,,,ENSMUSG00000061751,ENSMUST00000076810; ENSMUST00000089655; ENSMUST00000114947; ENSMUST00000114949; ENSMUST00000114953; ENSMUST00000114954; ENSMUST00000114960; ENSMUST00000114961; ENSMUST00000114963; ENSMUST00000114964; ENSMUST00000114966; ENSMUST00000114973; ENSMUST00000124430; ENSMUST00000132002; ENSMUST00000132569; ENSMUST00000137216; ENSMUST00000142817; ENSMUST00000151491; ENSMUST00000156668; ENSMUST00000231657; ENSMUST00000232157,ENSMUSP00000076088; ENSMUSP00000087084; ENSMUSP00000110597; ENSMUSP00000110599; ENSMUSP00000110603; ENSMUSP00000110604; ENSMUSP00000110611; ENSMUSP00000110614; ENSMUSP00000110615; ENSMUSP00000110617; ENSMUSP00000110624; ENSMUSP00000116188; ENSMUSP00000123416; ENSMUSP00000156147,545156,NC_000082.7,A2CG49;D3Z532;D3Z4R2;D3Z560;D3Z535;B1B1A7;F6QYT9;D3Z534
ENSMUSG00000061758,,,,,ENSMUSG00000061758,ENSMUST00000038383; ENSMUST00000115051; ENSMUST00000139156; ENSMUST00000144072; ENSMUST00000144384; ENSMUST00000182055,ENSMUSP00000039114; ENSMUSP00000110703; ENSMUSP00000138639,67861,NC_000072.7,Q8BIV6;G5E895;S4R2G9;D3Z494
ENSMUSG00000061825,,,,,ENSMUSG00000061825,ENSMUST00000055052; ENSMUST00000162970,ENSMUSP00000058567,234671,NC_000074.7,Q91WG0
ENSMUSG00000061838,,,,,ENSMUSG00000061838,ENSMUST00000079847; ENSMUST00000203071; ENSMUST00000203109; ENSMUST00000204224; ENSMUST00000204567,ENSMUSP00000078774; ENSMUSP00000144827; ENSMUSP00000145471,20917,NC_000072.7,Q9Z2I8
ENSMUSG00000061878,,,,,ENSMUSG00000061878,ENSMUST00000063396; ENSMUST00000063446; ENSMUST00000100201; ENSMUST00000106386; ENSMUST00000106387; ENSMUST00000106388; ENSMUST00000124682; ENSMUST00000134834; ENSMUST00000136526; ENSMUST00000138840; ENSMUST00000141798; ENSMUST00000145737; ENSMUST00000148185; ENSMUST00000150658; ENSMUST00000154034; ENSMUST00000155102; ENSMUST00000239437,ENSMUSP00000064743; ENSMUSP00000067865; ENSMUSP00000097775; ENSMUSP00000101994; ENSMUSP00000101995; ENSMUSP00000101996; ENSMUSP00000114622; ENSMUSP00000114819; ENSMUSP00000116055; ENSMUSP00000121064; ENSMUSP00000121219; ENSMUSP00000131010,20698,NC_000077.7,Q8CI15
ENSMUSG00000061904,,,,,ENSMUSG00000061904,ENSMUST00000076694; ENSMUST00000163246; ENSMUST00000164505; ENSMUST00000167455; ENSMUST00000169339; ENSMUST00000170810; ENSMUST00000171960; ENSMUST00000172442,ENSMUSP00000075987; ENSMUSP00000127098; ENSMUSP00000129301; ENSMUSP00000132480,18674,NC_000076.7,Q8VEM8;E9PX16;G5E902
ENSMUSG00000061906,,,,,ENSMUSG00000061906,ENSMUST00000072818,ENSMUSP00000072598,100559,NC_000071.7,Q91WH2
ENSMUSG00000062031,,,,,ENSMUSG00000062031,ENSMUST00000079403; ENSMUST00000163094; ENSMUST00000164337; ENSMUST00000164580; ENSMUST00000168084; ENSMUST00000169736,ENSMUSP00000078372; ENSMUSP00000128214; ENSMUSP00000128478,212974,NC_000073.7,Q8BP56
ENSMUSG00000062064,,,,,ENSMUSG00000062064,ENSMUST00000059893; ENSMUST00000133379,ENSMUSP00000059106,435818,NC_000070.7,B1ARZ3
ENSMUSG00000062070,,,,,ENSMUSG00000062070,ENSMUST00000081593; ENSMUST00000133559; ENSMUST00000135949,ENSMUSP00000080302; ENSMUSP00000138706,18655,NC_000086.8,P09411
ENSMUSG00000062168,,,,,ENSMUSG00000062168,ENSMUST00000071204; ENSMUST00000135856; ENSMUST00000136888,ENSMUSP00000071191; ENSMUSP00000121692; ENSMUSP00000123408,237178,NC_000086.8,O35655
ENSMUSG00000062184,,,,,ENSMUSG00000062184,ENSMUST00000088172; ENSMUST00000114871; ENSMUST00000140145; ENSMUST00000142738; ENSMUST00000142983,ENSMUSP00000085497; ENSMUSP00000110521,50786,NC_000086.8,Q80UW0
ENSMUSG00000062234,,,,,ENSMUSG00000062234,ENSMUST00000046603; ENSMUST00000133745; ENSMUST00000135225; ENSMUST00000137872; ENSMUST00000139303; ENSMUST00000145467; ENSMUST00000145935; ENSMUST00000156110; ENSMUST00000196010; ENSMUST00000199010; ENSMUST00000199048; ENSMUST00000199662; ENSMUST00000200204,ENSMUSP00000036705; ENSMUSP00000115184; ENSMUSP00000116862; ENSMUSP00000118008; ENSMUSP00000118713; ENSMUSP00000142931; ENSMUSP00000143359; ENSMUSP00000143646,231580,NC_000071.7,Q99KY4;D6RHK5;A0A0R4J0F6;A0A0G2JEW6;F7BG02;A0A0G2JGP6;A0A0G2JFZ0;F6SLK1
ENSMUSG00000062410,,,,,ENSMUSG00000062410,ENSMUST00000090743; ENSMUST00000094050; ENSMUST00000107018; ENSMUST00000107019; ENSMUST00000125483; ENSMUST00000146196,ENSMUSP00000088246; ENSMUSP00000091592; ENSMUSP00000102632; ENSMUSP00000102633; ENSMUSP00000121360,15494,NC_000069.7,P26150
ENSMUSG00000062464,,,,,ENSMUSG00000062464,ENSMUST00000077639; ENSMUST00000235101,ENSMUSP00000076827,677156,NC_000083.7,Q3V1F1
ENSMUSG00000062480,,,,,ENSMUSG00000062480,ENSMUST00000043923; ENSMUST00000160378; ENSMUST00000160921,ENSMUSP00000045912; ENSMUSP00000125454,224530,NC_000083.7,Q80X81
ENSMUSG00000062515,,,,,ENSMUSG00000062515,ENSMUST00000029041; ENSMUST00000191757,ENSMUSP00000029041,11770,NC_000069.7,P04117;Q542H7
ENSMUSG00000062604,,,,,ENSMUSG00000062604,ENSMUST00000088392; ENSMUST00000196388; ENSMUST00000196592; ENSMUST00000196929; ENSMUST00000197622; ENSMUST00000197985; ENSMUST00000198549; ENSMUST00000198661; ENSMUST00000198719; ENSMUST00000200173,ENSMUSP00000085734; ENSMUSP00000142494; ENSMUSP00000142554; ENSMUSP00000142781; ENSMUSP00000143216; ENSMUSP00000143453,20817,NC_000071.7,O54781;Q8CBI1;A0A0R4J124;Q6P5E1;A0A0G2JDT6;A0A0G2JEI1;A0A0G2JG74;A0A0G2JDY2
ENSMUSG00000062624,,,,,ENSMUSG00000062624,ENSMUST00000067328,ENSMUSP00000065796,545288,NC_000085.7,Q569X9
ENSMUSG00000062646,,,,,ENSMUSG00000062646,ENSMUST00000043755; ENSMUST00000127367; ENSMUST00000131523; ENSMUST00000132835; ENSMUST00000135074; ENSMUST00000136993; ENSMUST00000143409; ENSMUST00000145134; ENSMUST00000152437; ENSMUST00000153660; ENSMUST00000154404; ENSMUST00000154435; ENSMUST00000154574; ENSMUST00000154963,ENSMUSP00000116898,76051,NC_000068.8,Q8BVW0;A2AQJ8
ENSMUSG00000062683,,,,,ENSMUSG00000062683,ENSMUST00000075630; ENSMUST00000185641; ENSMUST00000186952; ENSMUST00000187160,ENSMUSP00000075057; ENSMUSP00000140323; ENSMUSP00000140414; ENSMUSP00000141008,67942,NC_000081.7,P56383
ENSMUSG00000062729,,,,,ENSMUSG00000062729,ENSMUST00000073120; ENSMUST00000126765; ENSMUST00000133050; ENSMUST00000145019; ENSMUST00000151442; ENSMUST00000152689; ENSMUST00000155083; ENSMUST00000192956,ENSMUSP00000072863; ENSMUSP00000141835,19044,NC_000067.7,P51175;Q3UQA3
ENSMUSG00000062778,,,,,ENSMUSG00000062778,ENSMUST00000079132; ENSMUST00000139086; ENSMUST00000143128,ENSMUSP00000078134; ENSMUSP00000121967,81600,NC_000069.7,Q91XA9
ENSMUSG00000062826,,,,,ENSMUSG00000062826,ENSMUST00000076384; ENSMUST00000212820; ENSMUST00000212926,ENSMUSP00000075722; ENSMUSP00000148278; ENSMUSP00000148840,71903,NC_000074.7,Q149K3;Q08ED5
ENSMUSG00000062867,,,,,ENSMUSG00000062867,ENSMUST00000081111; ENSMUST00000193421; ENSMUST00000193493; ENSMUST00000193535; ENSMUST00000194365; ENSMUST00000194689; ENSMUST00000194904; ENSMUST00000195456,ENSMUSP00000079888; ENSMUSP00000142117; ENSMUSP00000142305,23918,NC_000075.7,P24547;Q3UAT9
ENSMUSG00000062908,,,,,ENSMUSG00000062908,ENSMUST00000072697; ENSMUST00000130713; ENSMUST00000135724; ENSMUST00000137161; ENSMUST00000150070; ENSMUST00000156310; ENSMUST00000196188; ENSMUST00000196688; ENSMUST00000199342; ENSMUST00000200250,ENSMUSP00000072483; ENSMUSP00000121714; ENSMUSP00000122989,11364,NC_000069.7,P45952
ENSMUSG00000062937,,,,,ENSMUSG00000062937,ENSMUST00000058030; ENSMUST00000204571,ENSMUSP00000061092,66902,NC_000070.7,Q9CQ65
ENSMUSG00000063065,,,,,ENSMUSG00000063065,ENSMUST00000050201; ENSMUST00000057669; ENSMUST00000091328; ENSMUST00000135649; ENSMUST00000145965; ENSMUST00000205657; ENSMUST00000206272; ENSMUST00000206875,ENSMUSP00000051619; ENSMUSP00000088880; ENSMUSP00000101969; ENSMUSP00000146161; ENSMUSP00000146179,26417,NC_000073.7,Q63844
ENSMUSG00000063129,,,,,ENSMUSG00000063129,ENSMUST00000080123,ENSMUSP00000079022,79459,"['NC_000078.7', 'NG_005196.1']",A6ZI47
ENSMUSG00000063229,,,,,ENSMUSG00000063229,ENSMUST00000005051; ENSMUST00000048209; ENSMUST00000092621; ENSMUST00000124696; ENSMUST00000125862; ENSMUST00000132157; ENSMUST00000133062; ENSMUST00000147535; ENSMUST00000209548; ENSMUST00000209984; ENSMUST00000210198; ENSMUST00000210467; ENSMUST00000210631; ENSMUST00000210815; ENSMUST00000210968,ENSMUSP00000036386; ENSMUSP00000097661; ENSMUSP00000103267; ENSMUSP00000123356; ENSMUSP00000147293; ENSMUSP00000147460; ENSMUSP00000147640; ENSMUSP00000147697; ENSMUSP00000147825; ENSMUSP00000147988; ENSMUSP00000148046; ENSMUSP00000148107; ENSMUSP00000148190,16828,NC_000073.7,P06151;A0A1B0GSX0;Q564E2;D3YZQ9;A0A1B0GS79;A0A1B0GSL7;A0A1B0GRS2;A0A1B0GSR9;A0A1B0GQX5;A0A1B0GT41;A0A1B0GRW9;A0A1B0GRC1
ENSMUSG00000063268,,,,,ENSMUSG00000063268,ENSMUST00000075689; ENSMUST00000165738; ENSMUST00000166151; ENSMUST00000169255; ENSMUST00000170226; ENSMUST00000170851,ENSMUSP00000075110; ENSMUSP00000129765; ENSMUSP00000131370,671535,NC_000081.7,Q8CIE4
ENSMUSG00000063273,,,,,ENSMUSG00000063273,ENSMUST00000029303; ENSMUST00000192197; ENSMUST00000192419; ENSMUST00000192523; ENSMUST00000193266; ENSMUST00000193267; ENSMUST00000193694; ENSMUST00000194685; ENSMUST00000195430,ENSMUSP00000029303; ENSMUSP00000141433; ENSMUSP00000141886; ENSMUSP00000141965,74838,NC_000069.7,A0A0A6YX86;G3X8Y3;A0A0A6YXF4;A0A0A6YW80
ENSMUSG00000063275,,,,,ENSMUSG00000063275,ENSMUST00000074854; ENSMUST00000091429; ENSMUST00000114753; ENSMUST00000131730,ENSMUSP00000074397; ENSMUSP00000088998; ENSMUSP00000110401; ENSMUSP00000141406,30963,NC_000068.8,Q9QY80;A2AQ81;B9EHK9;Q3V4A5
ENSMUSG00000063317,,,,,ENSMUSG00000063317,ENSMUST00000046929; ENSMUST00000205473,ENSMUSP00000040037,76179,NC_000073.7,E9Q6Y8
ENSMUSG00000063354,,,,,ENSMUSG00000063354,ENSMUST00000073428; ENSMUST00000229613; ENSMUST00000230317; ENSMUST00000230977,ENSMUSP00000073134; ENSMUSP00000155442,72027,NC_000081.7,Q78IQ7
ENSMUSG00000063358,,,,,ENSMUSG00000063358,ENSMUST00000069107; ENSMUST00000115731; ENSMUST00000231420; ENSMUST00000231821; ENSMUST00000232067; ENSMUST00000232281; ENSMUST00000232480; ENSMUST00000232611; ENSMUST00000232630,ENSMUSP00000065983; ENSMUSP00000111396; ENSMUSP00000156154; ENSMUSP00000156214; ENSMUSP00000156250,26413,NC_000082.7,P63085
ENSMUSG00000063362,,,,,ENSMUSG00000063362,ENSMUST00000072572; ENSMUST00000110737; ENSMUST00000131624; ENSMUST00000134474,ENSMUSP00000072382; ENSMUSP00000106365; ENSMUSP00000119161,207958,NC_000074.7,Q3TZM9;A0A077K846
ENSMUSG00000063410,,,,,ENSMUSG00000063410,ENSMUST00000079817; ENSMUST00000226158; ENSMUST00000226161; ENSMUST00000227273; ENSMUST00000227917,ENSMUSP00000078746,223255,NC_000080.7,Q99KH8;Q3U335
ENSMUSG00000063415,,,,,ENSMUSG00000063415,ENSMUST00000077705; ENSMUST00000168003; ENSMUST00000204109; ENSMUST00000204146; ENSMUST00000205228,ENSMUSP00000076886; ENSMUSP00000128391; ENSMUSP00000144836; ENSMUSP00000144998; ENSMUSP00000145092,232174,NC_000072.7,Q811W2;A0A0N4SV88;A0A0N4SUV4
ENSMUSG00000063428,,,,,ENSMUSG00000063428,ENSMUST00000019977; ENSMUST00000213442; ENSMUST00000213503; ENSMUST00000213856; ENSMUST00000214102; ENSMUST00000214618; ENSMUST00000216830,ENSMUSP00000019977; ENSMUSP00000149767; ENSMUSP00000149768; ENSMUSP00000150785; ENSMUSP00000150979; ENSMUSP00000151066,70503,NC_000076.7,Q922Z0;Q9D2B4;Q2UVA9;A0A1L1SS65;Q9CYP3;A0A1L1SS55;Q3TNE8
ENSMUSG00000063550,,,,,ENSMUSG00000063550,ENSMUST00000070165; ENSMUST00000209242; ENSMUST00000210682; ENSMUST00000211005; ENSMUST00000211022; ENSMUST00000211235; ENSMUST00000211375; ENSMUST00000211764,ENSMUSP00000068530; ENSMUSP00000147445; ENSMUSP00000147454; ENSMUSP00000147486; ENSMUSP00000147807; ENSMUSP00000148115,269966,NC_000073.7,Q6PFD9;A0A1B0GRB5;B2RQL0;A0A140T8J8;Q4FZE7;A0A1B0GRA7;A0A1B0GSX7;Q3UJE5;Q3TPG3;A0A1B0GS62
ENSMUSG00000063558,,,,,ENSMUSG00000063558,ENSMUST00000001027; ENSMUST00000160168,ENSMUSP00000001027,11761,NC_000067.7,O54754;G3X8P9
ENSMUSG00000063652,,,,,ENSMUSG00000063652,ENSMUST00000076493; ENSMUST00000124221; ENSMUST00000129301; ENSMUST00000143352,ENSMUSP00000075814; ENSMUSP00000114966; ENSMUSP00000123180,56517,NC_000077.7,Q9WTN6;A2RSK7
ENSMUSG00000063683,,,,,ENSMUSG00000063683,ENSMUST00000044976; ENSMUST00000119960; ENSMUST00000123173; ENSMUST00000155846; ENSMUST00000157069,ENSMUSP00000043308; ENSMUSP00000114002,107146,NC_000085.7,Q91XE0
ENSMUSG00000063704,,,,,ENSMUSG00000063704,ENSMUST00000089669; ENSMUST00000160092; ENSMUST00000160637; ENSMUST00000161961; ENSMUST00000230929,ENSMUSP00000087098; ENSMUSP00000154893,332110,NC_000081.7,Q80Y86
ENSMUSG00000063730,,,,,ENSMUSG00000063730,ENSMUST00000107021; ENSMUST00000107022; ENSMUST00000177651,ENSMUSP00000102635; ENSMUSP00000102636; ENSMUSP00000136533,15493,NC_000069.7,P26149
ENSMUSG00000063760,,,,,ENSMUSG00000063760,ENSMUST00000081989,ENSMUSP00000080650,268291,NC_000076.7,D3YYI7
ENSMUSG00000063796,,,,,ENSMUSG00000063796,ENSMUST00000010251; ENSMUST00000170817; ENSMUST00000237904,ENSMUSP00000010251; ENSMUSP00000131045,19879,NC_000085.7,O88909
ENSMUSG00000063821,,,,,ENSMUSG00000063821,ENSMUST00000073870; ENSMUST00000224735,ENSMUSP00000073534; ENSMUSP00000153223,435391,NC_000080.7,Q8BK84
ENSMUSG00000063849,,,,,ENSMUSG00000063849,ENSMUST00000085709; ENSMUST00000213194; ENSMUST00000213479; ENSMUST00000214065; ENSMUST00000214144; ENSMUST00000214166; ENSMUST00000214339; ENSMUST00000214519; ENSMUST00000214624; ENSMUST00000215299; ENSMUST00000215883; ENSMUST00000215961; ENSMUST00000216365; ENSMUST00000217255,ENSMUSP00000082856; ENSMUSP00000148870; ENSMUSP00000148917; ENSMUSP00000149007; ENSMUSP00000149381; ENSMUSP00000149389; ENSMUSP00000149653; ENSMUSP00000150007; ENSMUSP00000150210; ENSMUSP00000150385; ENSMUSP00000150577; ENSMUSP00000150738,66812,NC_000075.7,Q8BZB2;A0A1L1SU15;A0A1L1ST77;A0A1L1SQ67;A0A1L1SUH2;A0A1L1SQD8;A0A1L1SRA9;A0A1L1SQ26;A0A1L1SSQ9;A0A1L1STK9;A0A1L1SRV8;A0A1L1SRA4
ENSMUSG00000063856,,,,,ENSMUSG00000063856,ENSMUST00000082429; ENSMUST00000191997; ENSMUST00000192401; ENSMUST00000193987,ENSMUSP00000081010; ENSMUSP00000141279; ENSMUSP00000142257,14775,NC_000075.7,P11352;A0A0A6YY34;A0A0A6YVV2
ENSMUSG00000063870,,,,,ENSMUSG00000063870,ENSMUST00000056889; ENSMUST00000112390; ENSMUST00000112392; ENSMUST00000124317; ENSMUST00000132794; ENSMUST00000138968; ENSMUST00000155261; ENSMUST00000155932,ENSMUSP00000060054; ENSMUSP00000108009; ENSMUSP00000108011; ENSMUSP00000120704; ENSMUSP00000122806,107932,NC_000072.7,Q6PDQ2;E9QAS4;Q8BM83;E9QAS5;Q3ULG0;F6WR45;G5E8V7
ENSMUSG00000063873,,,,,ENSMUSG00000063873,ENSMUST00000081121; ENSMUST00000110007; ENSMUST00000131123; ENSMUST00000137908; ENSMUST00000153249,ENSMUSP00000079897; ENSMUSP00000105634,94249,NC_000068.8,Q8VD29
ENSMUSG00000063882,,,,,ENSMUSG00000063882,ENSMUST00000050580; ENSMUST00000078676; ENSMUST00000127175; ENSMUST00000134760; ENSMUST00000142468,ENSMUSP00000052395; ENSMUSP00000077744,66576,NC_000070.7,P99028
ENSMUSG00000063895,,,,,ENSMUSG00000063895,ENSMUST00000225805,ENSMUSP00000153642,,,
ENSMUSG00000063903,,,,,ENSMUSG00000063903,ENSMUST00000075162; ENSMUST00000205329; ENSMUST00000206144,ENSMUSP00000074659; ENSMUSP00000146057,16612,NC_000073.7,P15947;A0A0B6VSQ6
ENSMUSG00000063929,,,,,ENSMUSG00000063929,ENSMUST00000084342; ENSMUST00000129918,ENSMUSP00000081369,100040843,NC_000070.7,A2A8T1
ENSMUSG00000063931,,,,,ENSMUSG00000063931,ENSMUST00000075068; ENSMUST00000160320; ENSMUST00000160459; ENSMUST00000161128; ENSMUST00000161900; ENSMUST00000162509,ENSMUSP00000075683; ENSMUSP00000133634,18624,NC_000073.7,Q11136;A2RS23
ENSMUSG00000063975,,,,,ENSMUSG00000063975,ENSMUST00000081380; ENSMUST00000111822; ENSMUST00000111825; ENSMUST00000128446; ENSMUST00000153268,ENSMUSP00000080116; ENSMUSP00000124829; ENSMUSP00000124987; ENSMUSP00000137607,108096,NC_000072.7,Q91YY5;E0CX90;A0A0G2JDD1;E0CX25
ENSMUSG00000064061,,,,,ENSMUSG00000064061,ENSMUST00000114516; ENSMUST00000121869; ENSMUST00000123961; ENSMUST00000133377; ENSMUST00000139350; ENSMUST00000147358; ENSMUST00000151950,ENSMUSP00000110161; ENSMUSP00000113344; ENSMUSP00000117675,224170,NC_000082.7,Q7TPV2;F6Z1P8;E9QNZ2
ENSMUSG00000064090,,,,,ENSMUSG00000064090,ENSMUST00000078362; ENSMUST00000109504; ENSMUST00000124294; ENSMUST00000125545; ENSMUST00000133487; ENSMUST00000155728; ENSMUST00000156264,ENSMUSP00000077471; ENSMUSP00000105130; ENSMUSP00000119928,69922,NC_000077.7,Q8BN21
ENSMUSG00000064109,,,,,ENSMUSG00000064109,ENSMUST00000075062; ENSMUST00000207504; ENSMUST00000208740,ENSMUSP00000074573; ENSMUSP00000146793,23900,NC_000073.7,Q9QUJ0
ENSMUSG00000064120,,,,,ENSMUSG00000064120,ENSMUST00000024797; ENSMUST00000165390; ENSMUST00000173033; ENSMUST00000173362; ENSMUST00000173430; ENSMUST00000174268; ENSMUST00000174647,ENSMUSP00000024797; ENSMUSP00000132371; ENSMUSP00000133694; ENSMUSP00000133713; ENSMUSP00000133761; ENSMUSP00000134265,56738,NC_000083.7,Q5RKZ7
ENSMUSG00000064246,,,,,ENSMUSG00000064246,ENSMUST00000082060; ENSMUST00000132873; ENSMUST00000133701; ENSMUST00000134812; ENSMUST00000139254; ENSMUST00000144819; ENSMUST00000153856; ENSMUST00000156873,ENSMUSP00000080717; ENSMUSP00000117117; ENSMUSP00000118289; ENSMUSP00000119205; ENSMUSP00000121471,12654,NC_000067.7,Q61362
ENSMUSG00000064294,,,,,ENSMUSG00000064294,ENSMUST00000040999; ENSMUST00000159014; ENSMUST00000160815; ENSMUST00000161549; ENSMUST00000162011,ENSMUSP00000049391; ENSMUSP00000140140,71724,NC_000067.7,G3X982;Q8C6Q4;Q9CW59
ENSMUSG00000064330,,,,,ENSMUSG00000064330,ENSMUST00000057650; ENSMUST00000137768; ENSMUST00000204382; ENSMUST00000204627,ENSMUSP00000119246; ENSMUSP00000145119; ENSMUSP00000145191,78600,NC_000072.7,P61249
ENSMUSG00000064341,,,,,ENSMUSG00000064341,ENSMUST00000082392,ENSMUSP00000080991,17716,NC_005089.1,P03888;Q4JFN6
ENSMUSG00000064345,,,,,ENSMUSG00000064345,ENSMUST00000082396,ENSMUSP00000080992,17717,NC_005089.1,P03893;Q9MD59
ENSMUSG00000064351,,,,,ENSMUSG00000064351,ENSMUST00000082402,ENSMUSP00000080993,17708,NC_005089.1,P00397;Q9MD68
ENSMUSG00000064354,,,,,ENSMUSG00000064354,ENSMUST00000082405,ENSMUSP00000080994,17709,NC_005089.1,P00405;Q7JCZ1
ENSMUSG00000064356,,,,,ENSMUSG00000064356,ENSMUST00000082407,ENSMUSP00000080995,17706,NC_005089.1,P03930;Q7JCZ0
ENSMUSG00000064357,,,,,ENSMUSG00000064357,ENSMUST00000082408,ENSMUSP00000080996,17705,NC_005089.1,P00848;Q7JCY9
ENSMUSG00000064358,,,,,ENSMUSG00000064358,ENSMUST00000082409,ENSMUSP00000080997,17710,NC_005089.1,P00416;Q7JCX7
ENSMUSG00000064360,,,,,ENSMUSG00000064360,ENSMUST00000082411,ENSMUSP00000080998,17718,NC_005089.1,P03899;Q7GIP5
ENSMUSG00000064363,,,,,ENSMUSG00000064363,ENSMUST00000082414,ENSMUSP00000081000,17719,NC_005089.1,P03911;Q7JCY6
ENSMUSG00000064367,,,,,ENSMUSG00000064367,ENSMUST00000082418,ENSMUSP00000081001,17721,NC_005089.1,P03921;Q9MD82
ENSMUSG00000064368,,,,,ENSMUSG00000064368,ENSMUST00000082419,ENSMUSP00000081002,17722,NC_005089.1,P03925;Q7JCY4
ENSMUSG00000064370,,,,,ENSMUSG00000064370,ENSMUST00000082421,ENSMUSP00000081003,17711,NC_005089.1,P00158;Q7JCZ3
ENSMUSG00000065947,,,,,ENSMUSG00000065947,ENSMUST00000084013,ENSMUSP00000081021,17720,NC_005089.1,P03903;Q9MD77
ENSMUSG00000066026,,,,,ENSMUSG00000066026,ENSMUST00000084184; ENSMUST00000105744; ENSMUST00000128926; ENSMUST00000133265; ENSMUST00000142808; ENSMUST00000154208; ENSMUST00000171001,ENSMUSP00000081200; ENSMUSP00000101370; ENSMUSP00000122552; ENSMUSP00000122578; ENSMUSP00000126154,20148,NC_000070.7,O88876;B1ARS9;G5E8W9;H7BX54
ENSMUSG00000066036,,,,,ENSMUSG00000066036,ENSMUST00000097822; ENSMUST00000129779; ENSMUST00000129949; ENSMUST00000133220; ENSMUST00000135534; ENSMUST00000136230; ENSMUST00000141327; ENSMUST00000145273; ENSMUST00000145659; ENSMUST00000147999; ENSMUST00000149995; ENSMUST00000165860,ENSMUSP00000095433; ENSMUSP00000114947; ENSMUSP00000115711; ENSMUSP00000117419; ENSMUSP00000125800,69116,NC_000070.7,A2AN08
ENSMUSG00000066071,,,,,ENSMUSG00000066071,ENSMUST00000084343,ENSMUSP00000081370,277753,NC_000070.7,Q91WL5
ENSMUSG00000066072,,,,,ENSMUSG00000066072,ENSMUST00000058785; ENSMUST00000094886,ENSMUSP00000061126; ENSMUSP00000092486,13117,NC_000070.7,O88833
ENSMUSG00000066097,,,,,ENSMUSG00000066097,ENSMUST00000015368,ENSMUSP00000132180,100066,NC_000070.7,Q66JP5;Q3UNV2
ENSMUSG00000066148,,,,,ENSMUSG00000066148,ENSMUST00000084524; ENSMUST00000148774,ENSMUSP00000081572,70052,NC_000070.7,Q9DAW6;Q059T9
ENSMUSG00000066324,,,,,ENSMUSG00000066324,ENSMUST00000084949,ENSMUSP00000082013,242291,NC_000070.7,Q80V26
ENSMUSG00000066441,,,,,ENSMUSG00000066441,ENSMUST00000085254; ENSMUST00000159500; ENSMUST00000161204,ENSMUSP00000082352; ENSMUSP00000123829; ENSMUSP00000124066,17252,NC_000078.7,Q9QYF1
ENSMUSG00000066442,,,,,ENSMUSG00000066442,ENSMUST00000085256; ENSMUST00000117314; ENSMUST00000118870; ENSMUST00000118887; ENSMUST00000127438; ENSMUST00000127868; ENSMUST00000144930; ENSMUST00000147644; ENSMUST00000149688; ENSMUST00000185894; ENSMUST00000186009; ENSMUST00000187362; ENSMUST00000209568,ENSMUSP00000082354; ENSMUSP00000112695; ENSMUSP00000139738,107885,NC_000075.7,Q9D110
ENSMUSG00000066595,,,,,ENSMUSG00000066595,ENSMUST00000085635; ENSMUST00000191946; ENSMUST00000192666; ENSMUST00000193399; ENSMUST00000194589; ENSMUST00000194917,ENSMUSP00000082777; ENSMUSP00000141578; ENSMUSP00000141985,226844,NC_000067.7,B2RXV4;A0A0A6YXG8;A0A0A6YWJ7
ENSMUSG00000066704,,,,,ENSMUSG00000066704,ENSMUST00000077855; ENSMUST00000132315; ENSMUST00000138018,ENSMUSP00000077021,13090,NC_000073.7,O55071
