ID,#,NAME,UNCONSTRAINED,MIRIAM,COMPOSITION,InChI,COMPARTMENT,REPLACEMENT ID,CHARGE,old,RetiredID,hmdb,kegg.compound,pubchem.compound,obo.chebi:CHEBI,lipidmaps,metSBOTerms
N-acetylglucosamine[l],,N-acetylglucosamine,,bigg.metabolite/acgam;kegg.compound/C00140;hmdb/HMDB00215;chebi/CHEBI:506227;pubchem.compound/439174;vmhmetabolite/acgam;metanetx.chemical/MNXM143;sbo/SBO:0000247,C8H15NO6,,l,MMRNM3156l,,C00140,C00140[l],HMDB00215,C00140,439174,CHEBI:506227,,SBO:0000247
N-acetylglucosamine[r],,N-acetylglucosamine,,bigg.metabolite/acgam;kegg.compound/C00140;hmdb/HMDB00215;chebi/CHEBI:506227;pubchem.compound/439174;vmhmetabolite/acgam;metanetx.chemical/MNXM143;sbo/SBO:0000247,C8H15NO6,,r,MMRNM3156r,,C00140,C00140[r],HMDB00215,C00140,439174,CHEBI:506227,,SBO:0000247
N-acetylglucosamine[s],,N-acetylglucosamine,,bigg.metabolite/acgam;kegg.compound/C00140;hmdb/HMDB00215;chebi/CHEBI:506227;pubchem.compound/439174;vmhmetabolite/acgam;metanetx.chemical/MNXM143;sbo/SBO:0000247,C8H15NO6,,s,MMRNM3156s,,C00140,C00140[s],HMDB00215,C00140,439174,CHEBI:506227,,SBO:0000247
N-acetylmannosamine-6-phosphate[c],,N-acetylmannosamine-6-phosphate,,bigg.metabolite/acmanap;kegg.compound/C04257;chebi/CHEBI:28273;pubchem.compound/21918217;vmhmetabolite/acmanap;metanetx.chemical/MNXM4708;sbo/SBO:0000247,C8H16NO9P,,c,MMRNM3157c,,C04257,C04257[c],,C04257,21918217,CHEBI:28273,,SBO:0000247
N-acetylmethionine[c],,N-acetylmethionine,,kegg.compound/C02712;hmdb/HMDB11745;chebi/CHEBI:165927;pubchem.compound/6180;vmhmetabolite/C02712;metanetx.chemical/MNXM7576;sbo/SBO:0000247,C7H13NO3S,,c,MMRNM3158c,,C02712,C02712[c],HMDB11745,C02712,6180,CHEBI:165927,,SBO:0000247
N-acetylmethionine[m],,N-acetylmethionine,,kegg.compound/C02712;hmdb/HMDB11745;chebi/CHEBI:165927;pubchem.compound/6180;vmhmetabolite/C02712;metanetx.chemical/MNXM7576;sbo/SBO:0000247,C7H13NO3S,,m,MMRNM3158m,,C02712,C02712[m],HMDB11745,C02712,6180,CHEBI:165927,,SBO:0000247
N-acetylmethionine[s],,N-acetylmethionine,,kegg.compound/C02712;hmdb/HMDB11745;chebi/CHEBI:165927;pubchem.compound/6180;vmhmetabolite/C02712;metanetx.chemical/MNXM7576;sbo/SBO:0000247,C7H13NO3S,,s,MMRNM3158s,,C02712,C02712[s],HMDB11745,C02712,6180,CHEBI:165927,,SBO:0000247
N-acetylmuramate[c],,N-acetylmuramate,,kegg.compound/C02713;chebi/CHEBI:21615;vmhmetabolite/M02541;metanetx.chemical/MNXM2263;sbo/SBO:0000247,C11H19NO8,,c,MMRNM3159c,,C02713,C02713[c],,C02713,,CHEBI:21615,,SBO:0000247
N-acetylmuramoyl-ala[c],,N-acetylmuramoyl-ala,,kegg.compound/C02999;chebi/CHEBI:28920;vmhmetabolite/M02542;metanetx.chemical/MNXM163857;metanetx.chemical/MNXM168440;sbo/SBO:0000247,C14H24N2O9,,c,MMRNM3160c,,C02999,C02999[c],,C02999,,CHEBI:28920,,SBO:0000247
N-acetylneuraminate-9-phosphate[c],,N-acetylneuraminate-9-phosphate,,bigg.metabolite/acnamp;kegg.compound/C06241;chebi/CHEBI:27438;pubchem.compound/440962;vmhmetabolite/acnamp;metanetx.chemical/MNXM164499;metanetx.chemical/MNXM3315;sbo/SBO:0000247,C11H20NO12P,,c,MMRNM3161c,,C06241,C06241[c],,C06241,440962,CHEBI:27438,,SBO:0000247
N-acetylneuraminate[c],,N-acetylneuraminate,,obo.chebi:CHEBI/17012,C11H19NO9,,c,MMRNM3162c,,C00270,C00270[c],,,,CHEBI:17012,,
N-acetylneuraminate[l],,N-acetylneuraminate,,obo.chebi:CHEBI/17012,C11H19NO9,,l,MMRNM3162l,,C00270,C00270[l],,,,CHEBI:17012,,
N-acetylneuraminate[n],,N-acetylneuraminate,,obo.chebi:CHEBI/17012,C11H19NO9,,n,MMRNM3162n,,C00270,C00270[n],,,,CHEBI:17012,,
N-acetylneuraminate[s],,N-acetylneuraminate,,obo.chebi:CHEBI/17012,C11H19NO9,,s,MMRNM3162s,,C00270,C00270[s],,,,CHEBI:17012,,
N-Acetylneuraminosyl-D-Galactosyl-N-Acetyl-D-Galactosaminyl-(N-Acetylneuraminosyl)-D-Galactosyl-D-Glucosylceramide Dianion[n],,N-Acetylneuraminosyl-D-Galactosyl-N-Acetyl-D-Galactosaminyl-(N-Acetylneuraminosyl)-D-Galactosyl-D-Glucosylceramide Dianion,,bigg.metabolite/gd1a_hs;kegg.compound/C04927;chebi/CHEBI:18163;vmhmetabolite/gd1a_hs;metanetx.chemical/MNXM8637;sbo/SBO:0000247,C66H111N4O38FULLRCO,,n,MMRNM3163n,-2.0,C04927,C04927[n],,C04927,,CHEBI:18163,,SBO:0000247
N-Acetylneuraminosyl-D-Galactosyl-N-Acetyl-D-Galactosaminyl-(N-Acetylneuraminosyl)-D-Galactosyl-D-Glucosylceramide Dianion[s],,N-Acetylneuraminosyl-D-Galactosyl-N-Acetyl-D-Galactosaminyl-(N-Acetylneuraminosyl)-D-Galactosyl-D-Glucosylceramide Dianion,,bigg.metabolite/gd1a_hs;kegg.compound/C04927;chebi/CHEBI:18163;vmhmetabolite/gd1a_hs;metanetx.chemical/MNXM8637;sbo/SBO:0000247,C66H111N4O38FULLRCO,,s,MMRNM3163s,-2.0,C04927,C04927[s],,C04927,,CHEBI:18163,,SBO:0000247
N-acetylornithine[c],,N-acetylornithine,,bigg.metabolite/acorn;kegg.compound/C00437;hmdb/HMDB03357;chebi/CHEBI:16543;pubchem.compound/439232;vmhmetabolite/acorn;metanetx.chemical/MNXM817;sbo/SBO:0000247,C7H14N2O3,,c,MMRNM3164c,,C00437,C00437[c],HMDB03357,C00437,439232,CHEBI:16543,,SBO:0000247
N-acetylputrescine[c],,N-acetylputrescine,,bigg.metabolite/aprut;kegg.compound/C02714;hmdb/HMDB02064;chebi/CHEBI:17768;pubchem.compound/122356;vmhmetabolite/aprut;metanetx.chemical/MNXM1153;sbo/SBO:0000247,C6H14N2O,,c,MMRNM3165c,,C02714,C02714[c],HMDB02064,C02714,122356,CHEBI:17768,,SBO:0000247
N-arachidonoylglycine[m],,N-arachidonoylglycine,,,C22H35NO3,,m,MMRNM3166m,,Cx1240,Cx1240[m],,,,,,
N-carbamoyl-L-aspartate[c],,N-carbamoyl-L-aspartate,,bigg.metabolite/cbasp;kegg.compound/C00438;chebi/CHEBI:15859;pubchem.compound/93072;vmhmetabolite/cbasp;metanetx.chemical/MNXM465;sbo/SBO:0000247,C5H8N2O5,,c,MMRNM3167c,,C00438,C00438[c],,C00438,93072,CHEBI:15859,,SBO:0000247
N-desisopropyl-fluvastatin[r],,N-desisopropyl-fluvastatin,,,C21H19FNNaO4,,r,MMRNM3168r,0.0,Cx2425,Cx2425[r],,,,,,
N-desmethyl-rosuvastatin[c],,N-desmethyl-rosuvastatin,,,C42H48CaF2N6O12S2,,c,MMRNM3169c,-2.0,Cx2708,Cx2708[c],,,,,,
N-desmethyl-rosuvastatin[r],,N-desmethyl-rosuvastatin,,,C42H48CaF2N6O12S2,,r,MMRNM3169r,-2.0,Cx2708,Cx2708[r],,,,,,
N-desmethyl-rosuvastatin[s],,N-desmethyl-rosuvastatin,,,C42H48CaF2N6O12S2,,s,MMRNM3169s,-2.0,Cx2708,Cx2708[s],,,,,,
N-formimino-L-glutamate[c],,N-formimino-L-glutamate,,bigg.metabolite/forglu;kegg.compound/C00439;hmdb/HMDB00854;chebi/CHEBI:7274;pubchem.compound/439233;vmhmetabolite/forglu;metanetx.chemical/MNXM496;sbo/SBO:0000247,C6H10N2O4,,c,MMRNM3170c,,C00439,C00439[c],HMDB00854,C00439,439233,CHEBI:7274,,SBO:0000247
N-formyl-GAR[c],,N-formyl-GAR,,bigg.metabolite/fgam;kegg.compound/C04376;chebi/CHEBI:18272;pubchem.compound/130805;vmhmetabolite/fgam;metanetx.chemical/MNXM453;sbo/SBO:0000247,C8H15N2O9P,,c,MMRNM3171c,,C04376,C04376[c],,C04376,130805,CHEBI:18272,,SBO:0000247
N-formylmethionyl-tRNA[c],,N-formylmethionyl-tRNA,,kegg.compound/C03294;chebi/CHEBI:17119;vmhmetabolite/M02576;metanetx.chemical/MNXM95381;sbo/SBO:0000247,C21H30N6O12PSR(C5H8O6PR)n,,c,MMRNM3172c,,C03294,C03294[c],,C03294,,CHEBI:17119,,SBO:0000247
"N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline[c]",,"N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline",,,C10H13NO3,,c,MMRNM3173c,,Cx9092,Cx9092[c],,,,,,
N-methylethanolamine-phosphate[c],,N-methylethanolamine-phosphate,,kegg.compound/C01210;chebi/CHEBI:16463;pubchem.compound/439436;vmhmetabolite/HC00718;metanetx.chemical/MNXM1491;sbo/SBO:0000247,C3H10NO4P,,c,MMRNM3174c,,C01210,C01210[c],,C01210,439436,CHEBI:16463,,SBO:0000247
N-methylhistamine[c],,N-methylhistamine,,bigg.metabolite/mhista;kegg.compound/C05127;hmdb/HMDB00898;chebi/CHEBI:29009;pubchem.compound/3614;vmhmetabolite/mhista;metanetx.chemical/MNXM2840;sbo/SBO:0000247,C6H11N3,,c,MMRNM3175c,,C05127,C05127[c],HMDB00898,C05127,3614,CHEBI:29009,,SBO:0000247
N-methylputrescine[c],,N-methylputrescine,,bigg.metabolite/nmptrc;kegg.compound/C02723;hmdb/HMDB03661;chebi/CHEBI:17166;pubchem.compound/439791;vmhmetabolite/nmptrc;metanetx.chemical/MNXM2704;sbo/SBO:0000247,C5H14N2,,c,MMRNM3176c,,C02723,C02723[c],HMDB03661,C02723,439791,CHEBI:17166,,SBO:0000247
N-methylsalsolinol[c],,N-methylsalsolinol,,,C11H15NO2,,c,MMRNM3177c,,Cx1246,Cx1246[c],,,,,,
N-methylsalsolinol[s],,N-methylsalsolinol,,,C11H15NO2,,s,MMRNM3177s,,Cx1246,Cx1246[s],,,,,,
N-methylserotonin[c],,N-methylserotonin,,bigg.metabolite/nmthsrtn;kegg.compound/C06212;chebi/CHEBI:48294;pubchem.compound/150885;vmhmetabolite/nmthsrtn;metanetx.chemical/MNXM6350;metanetx.chemical/MNXM91663;sbo/SBO:0000247,C11H14N2O,,c,MMRNM3178c,,C06212,C06212[c],,C06212,150885,CHEBI:48294,,SBO:0000247
N-methyltryptamine[c],,N-methyltryptamine,,kegg.compound/C06213;vmhmetabolite/M02605;metanetx.chemical/MNXM12404;sbo/SBO:0000247,C11H14N2,,c,MMRNM3179c,,C06213,C06213[c],,C06213,,,,SBO:0000247
N-methyltyramine[c],,N-methyltyramine,,kegg.compound/C02442;hmdb/HMDB03633;chebi/CHEBI:17458;pubchem.compound/9727;vmhmetabolite/C02442;metanetx.chemical/MNXM3670;sbo/SBO:0000247,C9H13NO,,c,MMRNM3180c,,C02442,C02442[c],HMDB03633,C02442,9727,CHEBI:17458,,SBO:0000247
N-nitrosomethanamine[c],,N-nitrosomethanamine,,kegg.compound/C19568;vmhmetabolite/M02608;metanetx.chemical/MNXM12406;sbo/SBO:0000247,CH4N2O,,c,MMRNM3181c,,C19568,C19568[c],,C19568,,,,SBO:0000247
N-pantothenoylcysteine[c],,N-pantothenoylcysteine,,kegg.compound/C04079;pubchem.compound/440217;vmhmetabolite/HC01231;metanetx.chemical/MNXM3059;sbo/SBO:0000247,C12H22N2O6S,,c,MMRNM3182c,,C04079,C04079[c],,C04079,440217,,,SBO:0000247
N-pantothenoylcysteine[m],,N-pantothenoylcysteine,,kegg.compound/C04079;pubchem.compound/440217;vmhmetabolite/HC01231;metanetx.chemical/MNXM3059;sbo/SBO:0000247,C12H22N2O6S,,m,MMRNM3182m,,C04079,C04079[m],,C04079,440217,,,SBO:0000247
N-retinylidene-N-retinylethanolamine[c],,N-retinylidene-N-retinylethanolamine,,,C42H58NO,,c,MMRNM3183c,,Cx1254,Cx1254[c],,,,,,
N-substituted amino acid[c],,N-substituted amino acid,,kegg.compound/C03523;vmhmetabolite/M02625;metanetx.chemical/MNXM93669;sbo/SBO:0000247,C3H3NO3R2,,c,MMRNM3184c,,C03523,C03523[c],,C03523,,,,SBO:0000247
N-substituted aminoacyl tRNA[c],,N-substituted aminoacyl tRNA,,kegg.compound/C03880;vmhmetabolite/M02626;metanetx.chemical/MNXM7575;sbo/SBO:0000247,C13H18NO12PR4(C5H8O6PR)n,,c,MMRNM3185c,,C03880,C03880[c],,C03880,,,,SBO:0000247
N-tetradecanoylglycylpeptide[c],,N-tetradecanoylglycylpeptide,,kegg.compound/C03881;chebi/CHEBI:17739;vmhmetabolite/M02627;metanetx.chemical/MNXM6352;sbo/SBO:0000247,C16H31NO3(C2H2NOR)n,,c,MMRNM3186c,,C03881,C03881[c],,C03881,,CHEBI:17739,,SBO:0000247
N-trimethyl-2-aminoethylphosphonate[c],,N-trimethyl-2-aminoethylphosphonate,,bigg.metabolite/ntm2amep;kegg.compound/C06459;chebi/CHEBI:7347;pubchem.compound/151927;vmhmetabolite/ntm2amep;metanetx.chemical/MNXM91664;sbo/SBO:0000247,C5H14NO3P,,c,MMRNM3187c,,C06459,C06459[c],,C06459,151927,CHEBI:7347,,SBO:0000247
"N,N-chitobiosyldiphosphodolichol[c]",,"N,N-chitobiosyldiphosphodolichol",,bigg.metabolite/chito2pdol__L;kegg.compound/C04537;chebi/G00002;vmhmetabolite/chito2pdol_L;metanetx.chemical/MNXM148361;sbo/SBO:0000247,C36H64N2O17P2(C5H8)n,,c,MMRNM3188c,,C04537,C04537[c],,C04537,,G00002,,SBO:0000247
"N,N-Diacetylchitobiosyldiphosphodolichol, Human Uterine Homolog[c]",,"N,N-Diacetylchitobiosyldiphosphodolichol, Human Uterine Homolog",,,C1185H1940N20O170P20,,c,MMRNM3189c,-20.0,Cx2367,Cx2367[c],,,,,,
"N,N-Dimethyldopaminequinone[c]",,"N,N-Dimethyldopaminequinone",,,,"1S/C10H13NO2/c1-11(2)6-5-8-3-4-9(12)10(13)7-8/h3-4,7H,5-6H2,1-2H3/p+1",c,MMRNM3190c,1.0,Cx1224,Cx1224[c],,,,,,
"N,N-Dimethyldopaminequinone[g]",,"N,N-Dimethyldopaminequinone",,,,"1S/C10H13NO2/c1-11(2)6-5-8-3-4-9(12)10(13)7-8/h3-4,7H,5-6H2,1-2H3/p+1",g,MMRNM3190g,1.0,Cx1224,Cx1224[g],,,,,,
"N,N-Dimethyldopaminequinone[l]",,"N,N-Dimethyldopaminequinone",,,,"1S/C10H13NO2/c1-11(2)6-5-8-3-4-9(12)10(13)7-8/h3-4,7H,5-6H2,1-2H3/p+1",l,MMRNM3190l,1.0,Cx1224,Cx1224[l],,,,,,
"N,N-dimethylindoliumolate[c]",,"N,N-dimethylindoliumolate",,,C10H11NO2,,c,MMRNM3191c,,Cx1225,Cx1225[c],,,,,,
N(1)-Acetylspermidine[s],,N(1)-Acetylspermidine,,kegg.compound/C00612;hmdb/HMDB01276;chebi/CHEBI:17927;pubchem.compound/496;vmhmetabolite/N1aspmd;metanetx.chemical/MNXM501;sbo/SBO:0000247,,"1S/C9H21N3O/c1-9(13)12-8-4-7-11-6-3-2-5-10/h11H,2-8,10H2,1H3,(H,12,13)/p+2",s,MMRNM3192s,2.0,C00612,C00612[s],HMDB01276,C00612,496,CHEBI:17927,,SBO:0000247
N(omega)-(ADP-D-ribosyl)-L-arginine[c],,N(omega)-(ADP-D-ribosyl)-L-arginine,,kegg.compound/C01201;chebi/CHEBI:15827;vmhmetabolite/M02496;metanetx.chemical/MNXM3308;sbo/SBO:0000247,C21H35N9O15P2,,c,MMRNM3193c,,C01201,C01201[c],,C01201,,CHEBI:15827,,SBO:0000247
N(Tele)-Methylhistaminium[s],,N(Tele)-Methylhistaminium,,bigg.metabolite/mhista;kegg.compound/C05127;hmdb/HMDB00898;chebi/CHEBI:29009;pubchem.compound/3614;vmhmetabolite/mhista;metanetx.chemical/MNXM2840;sbo/SBO:0000247,,"1S/C6H11N3/c1-9-4-6(2-3-7)8-5-9/h4-5H,2-3,7H2,1H3/p+1",s,MMRNM3194s,1.0,C05127,C05127[s],HMDB00898,C05127,3614,CHEBI:29009,,SBO:0000247
N1-acetylspermidine[c],,N1-acetylspermidine,,kegg.compound/C00612;hmdb/HMDB01276;chebi/CHEBI:17927;pubchem.compound/496;vmhmetabolite/N1aspmd;metanetx.chemical/MNXM501;sbo/SBO:0000247,C9H21N3O,,c,MMRNM3195c,,C00612,C00612[c],HMDB01276,C00612,496,CHEBI:17927,,SBO:0000247
N1-acetylspermidine[p],,N1-acetylspermidine,,kegg.compound/C00612;hmdb/HMDB01276;chebi/CHEBI:17927;pubchem.compound/496;vmhmetabolite/N1aspmd;metanetx.chemical/MNXM501;sbo/SBO:0000247,C9H21N3O,,p,MMRNM3195p,,C00612,C00612[p],HMDB01276,C00612,496,CHEBI:17927,,SBO:0000247
N1-acetylspermine[c],,N1-acetylspermine,,kegg.compound/C02567;hmdb/HMDB01186;chebi/CHEBI:17312;pubchem.compound/916;vmhmetabolite/N1sprm;metanetx.chemical/MNXM600;sbo/SBO:0000247,C12H28N4O,,c,MMRNM3196c,,C02567,C02567[c],HMDB01186,C02567,916,CHEBI:17312,,SBO:0000247
N1-acetylspermine[p],,N1-acetylspermine,,kegg.compound/C02567;hmdb/HMDB01186;chebi/CHEBI:17312;pubchem.compound/916;vmhmetabolite/N1sprm;metanetx.chemical/MNXM600;sbo/SBO:0000247,C12H28N4O,,p,MMRNM3196p,,C02567,C02567[p],HMDB01186,C02567,916,CHEBI:17312,,SBO:0000247
N1-methyl-2-pyridone-5-carboxamide[c],,N1-methyl-2-pyridone-5-carboxamide,,kegg.compound/C05842;vmhmetabolite/M02505;metanetx.chemical/MNXM63843;sbo/SBO:0000247,C7H8N2O2,,c,MMRNM3197c,,C05842,C05842[c],,C05842,,,,SBO:0000247
N1-methyl-4-pyridone-5-carboxamide[c],,N1-methyl-4-pyridone-5-carboxamide,,kegg.compound/C05843;vmhmetabolite/M02506;metanetx.chemical/MNXM63841;sbo/SBO:0000247,C7H8N2O2,,c,MMRNM3198c,,C05843,C05843[c],,C05843,,,,SBO:0000247
"N1,N12-diacetylspermine[c]",,"N1,N12-diacetylspermine",,kegg.compound/C03413;hmdb/HMDB02172;chebi/CHEBI:28101;pubchem.compound/132680;vmhmetabolite/C03413;metanetx.chemical/MNXM4676;sbo/SBO:0000247,C14H30N4O2,,c,MMRNM3199c,,C03413,C03413[c],HMDB02172,C03413,132680,CHEBI:28101,,SBO:0000247
"N1,N12-diacetylspermine[p]",,"N1,N12-diacetylspermine",,kegg.compound/C03413;hmdb/HMDB02172;chebi/CHEBI:28101;pubchem.compound/132680;vmhmetabolite/C03413;metanetx.chemical/MNXM4676;sbo/SBO:0000247,C14H30N4O2,,p,MMRNM3199p,,C03413,C03413[p],HMDB02172,C03413,132680,CHEBI:28101,,SBO:0000247
"N1,N8-diacetylspermidine[c]",,"N1,N8-diacetylspermidine",,,C11H23N3O2,,c,MMRNM3200c,,Cx9079,Cx9079[c],,,,,,
n2m2masn[g],,n2m2masn,,bigg.metabolite/n2m2masn;kegg.compound/G00015;vmhmetabolite/n2m2masn;metanetx.chemical/MNXM6483;sbo/SBO:0000247,C50H83N4O35X,,g,MMRNM3201g,,G00015,G00015[g],,G00015,,,,SBO:0000247
n2m2mn[l],,n2m2mn,,,C42H71N3O31,,l,MMRNM3202l,,Cx1226,Cx1226[l],,,,,,
n2m2nm[l],,n2m2nm,,,C58H97N5O41,,l,MMRNM3203l,,Cx1227,Cx1227[l],,,,,,
N2M2Nmasn (W/O Peptide Linkage)[c],,N2M2Nmasn (W/O Peptide Linkage),,,C58H97N5O41,,c,MMRNM3204c,0.0,Cx1227,Cx1227[c],,,,,,
n2m2nmasn[g],,n2m2nmasn,,bigg.metabolite/n2m2nmasn;kegg.compound/G00019;vmhmetabolite/n2m2nmasn;metanetx.chemical/MNXM6345;sbo/SBO:0000247,C58H96N5O40X,,g,MMRNM3205g,,G00019,G00019[g],,G00019,,,,SBO:0000247
n2m2nmasn[l],,n2m2nmasn,,bigg.metabolite/n2m2nmasn;kegg.compound/G00019;vmhmetabolite/n2m2nmasn;metanetx.chemical/MNXM6345;sbo/SBO:0000247,C58H96N5O40X,,l,MMRNM3205l,,G00019,G00019[l],,G00019,,,,SBO:0000247
n2m2nmasn[s],,n2m2nmasn,,bigg.metabolite/n2m2nmasn;kegg.compound/G00019;vmhmetabolite/n2m2nmasn;metanetx.chemical/MNXM6345;sbo/SBO:0000247,C58H96N5O40X,,s,MMRNM3205s,,G00019,G00019[s],,G00019,,,,SBO:0000247
n2m2nmn[l],,n2m2nmn,,,C50H84N4O36,,l,MMRNM3206l,,Cx1228,Cx1228[l],,,,,,
n3m2masn[g],,n3m2masn,,,C58H96N5O40X,,g,MMRNM3207g,,Cx1229,Cx1229[g],,,,,,
N4-(acetyl-beta-D-glucosaminyl)asparagine[c],,N4-(acetyl-beta-D-glucosaminyl)asparagine,,kegg.compound/C04540;chebi/CHEBI:17261;vmhmetabolite/M02513;metanetx.chemical/MNXM2256;sbo/SBO:0000247,C12H21N3O8,,c,MMRNM3208c,,C04540,C04540[c],,C04540,,CHEBI:17261,,SBO:0000247
N4-acetylaminobutanal[c],,N4-acetylaminobutanal,,bigg.metabolite/n4abutn;kegg.compound/C05936;hmdb/HMDB04226;chebi/CHEBI:7386;pubchem.compound/440850;vmhmetabolite/n4abutn;metanetx.chemical/MNXM1527;sbo/SBO:0000247,C6H11NO2,,c,MMRNM3209c,,C05936,C05936[c],HMDB04226,C05936,440850,CHEBI:7386,,SBO:0000247
n4m2masn[g],,n4m2masn,,,C66H109N6O45X,,g,MMRNM3210g,,Cx1230,Cx1230[g],,,,,,
n5m2masn[c],,n5m2masn,,,C74H122N7O50X,,c,MMRNM3211c,,Cx1231,Cx1231[c],,,,,,
n5m2masn[g],,n5m2masn,,,C74H122N7O50X,,g,MMRNM3211g,,Cx1231,Cx1231[g],,,,,,
n5m2masn[s],,n5m2masn,,,C74H122N7O50X,,s,MMRNM3211s,,Cx1231,Cx1231[s],,,,,,
"N6,N6,N6-trimethyl-L-lysine[c]",,"N6,N6,N6-trimethyl-L-lysine",,bigg.metabolite/tmlys;kegg.compound/C03793;hmdb/HMDB01325;chebi/CHEBI:17311;pubchem.compound/440120;vmhmetabolite/tmlys;metanetx.chemical/MNXM1486;sbo/SBO:0000247,C9H20N2O2,,c,MMRNM3212c,,C03793,C03793[c],HMDB01325,C03793,440120,CHEBI:17311,,SBO:0000247
"N6,N6,N6-trimethyl-L-lysine[r]",,"N6,N6,N6-trimethyl-L-lysine",,bigg.metabolite/tmlys;kegg.compound/C03793;hmdb/HMDB01325;chebi/CHEBI:17311;pubchem.compound/440120;vmhmetabolite/tmlys;metanetx.chemical/MNXM1486;sbo/SBO:0000247,C9H20N2O2,,r,MMRNM3212r,,C03793,C03793[r],HMDB01325,C03793,440120,CHEBI:17311,,SBO:0000247
N8-acetylspermidine[c],,N8-acetylspermidine,,kegg.compound/C01029;pubchem.compound/123689;vmhmetabolite/n8aspmd;metanetx.chemical/MNXM1679;sbo/SBO:0000247,C9H21N3O,,c,MMRNM3213c,,C01029,C01029[c],,C01029,123689,,,SBO:0000247
Na+[c],,Na+,,bigg.metabolite/na1;kegg.compound/C01330;hmdb/HMDB00588;chebi/CHEBI:29101;pubchem.compound/923;vmhmetabolite/na1;metanetx.chemical/MNXM27;sbo/SBO:0000247,Na,,c,MMRNM3214c,,C01330,C01330[c],HMDB00588,C01330,923,CHEBI:29101,,SBO:0000247
Na+[g],,Na+,,bigg.metabolite/na1;kegg.compound/C01330;hmdb/HMDB00588;chebi/CHEBI:29101;pubchem.compound/923;vmhmetabolite/na1;metanetx.chemical/MNXM27;sbo/SBO:0000247,Na,,g,MMRNM3214g,,C01330,C01330[g],HMDB00588,C01330,923,CHEBI:29101,,SBO:0000247
Na+[p],,Na+,,bigg.metabolite/na1;kegg.compound/C01330;hmdb/HMDB00588;chebi/CHEBI:29101;pubchem.compound/923;vmhmetabolite/na1;metanetx.chemical/MNXM27;sbo/SBO:0000247,Na,,p,MMRNM3214p,,C01330,C01330[p],HMDB00588,C01330,923,CHEBI:29101,,SBO:0000247
Na+[s],,Na+,,bigg.metabolite/na1;kegg.compound/C01330;hmdb/HMDB00588;chebi/CHEBI:29101;pubchem.compound/923;vmhmetabolite/na1;metanetx.chemical/MNXM27;sbo/SBO:0000247,Na,,s,MMRNM3214s,,C01330,C01330[s],HMDB00588,C01330,923,CHEBI:29101,,SBO:0000247
NAD+[c],,NAD+,,bigg.metabolite/nad;kegg.compound/C00003;hmdb/HMDB00902;chebi/CHEBI:15846;pubchem.compound/5893;vmhmetabolite/nad;metanetx.chemical/MNXM8;sbo/SBO:0000247,C21H28N7O14P2,,c,MMRNM3215c,,C00003,C00003[c],HMDB00902,C00003,5893,CHEBI:15846,,SBO:0000247
NAD+[m],,NAD+,,bigg.metabolite/nad;kegg.compound/C00003;hmdb/HMDB00902;chebi/CHEBI:15846;pubchem.compound/5893;vmhmetabolite/nad;metanetx.chemical/MNXM8;sbo/SBO:0000247,C21H28N7O14P2,,m,MMRNM3215m,,C00003,C00003[m],HMDB00902,C00003,5893,CHEBI:15846,,SBO:0000247
NAD+[n],,NAD+,,bigg.metabolite/nad;kegg.compound/C00003;hmdb/HMDB00902;chebi/CHEBI:15846;pubchem.compound/5893;vmhmetabolite/nad;metanetx.chemical/MNXM8;sbo/SBO:0000247,C21H28N7O14P2,,n,MMRNM3215n,,C00003,C00003[n],HMDB00902,C00003,5893,CHEBI:15846,,SBO:0000247
NAD+[p],,NAD+,,bigg.metabolite/nad;kegg.compound/C00003;hmdb/HMDB00902;chebi/CHEBI:15846;pubchem.compound/5893;vmhmetabolite/nad;metanetx.chemical/MNXM8;sbo/SBO:0000247,C21H28N7O14P2,,p,MMRNM3215p,,C00003,C00003[p],HMDB00902,C00003,5893,CHEBI:15846,,SBO:0000247
NAD+[r],,NAD+,,bigg.metabolite/nad;kegg.compound/C00003;hmdb/HMDB00902;chebi/CHEBI:15846;pubchem.compound/5893;vmhmetabolite/nad;metanetx.chemical/MNXM8;sbo/SBO:0000247,C21H28N7O14P2,,r,MMRNM3215r,,C00003,C00003[r],HMDB00902,C00003,5893,CHEBI:15846,,SBO:0000247
NAD+[s],,NAD+,,bigg.metabolite/nad;kegg.compound/C00003;hmdb/HMDB00902;chebi/CHEBI:15846;pubchem.compound/5893;vmhmetabolite/nad;metanetx.chemical/MNXM8;sbo/SBO:0000247,C21H28N7O14P2,,s,MMRNM3215s,,C00003,C00003[s],HMDB00902,C00003,5893,CHEBI:15846,,SBO:0000247
NADH[c],,NADH,,bigg.metabolite/nadh;kegg.compound/C00004;hmdb/HMDB01487;chebi/CHEBI:16908;pubchem.compound/928;vmhmetabolite/nadh;metanetx.chemical/MNXM10;sbo/SBO:0000247,C21H29N7O14P2,,c,MMRNM3216c,,C00004,C00004[c],HMDB01487,C00004,928,CHEBI:16908,,SBO:0000247
